name,designation,department,profile_url,vidwan_id,orcid_id,scopus_id,researcher_id,gscholar_id,total_publications,citations_box,google_scholar_citations,h_index,coauthor_count,expertise
Dr Subrata Ghosh,Professor,Department of Textile Technology,https://nitj.irins.org/profile/33221,33221,0000-0001-7150-3308,14827736600,Y-4525-2019,,142.0,3.0,,17.0,457.0,Materials Science Textiles
Dr Arobindo Chatterjee,Professor,Department of Textile Technology,https://nitj.irins.org/profile/59692,59692,0000-0003-0046-9151,15069355900,Y-1098-2019,https://scholar.google.com/citations?user=ebh2T0sAAAAJ,71.0,4.0,,13.0,49.0,Materials Science Textiles
Prof VINAY MIDHA,Professor,Department of Textile Technology,https://nitj.irins.org/profile/89941,89941,0000-0002-1630-9382,8447457900,Y-5497-2019,https://scholar.google.com/citations?user=Rln7jKAAAAAJ,140.0,5.0,,13.0,250.0,Materials Science Textiles
Dr J N Chakraborty,Professor,Department of Textile Technology,https://nitj.irins.org/profile/90069,90069,0000-0002-3789-8913,7101970447,Y-5335-2019,,117.0,13.0,,17.0,64.0,Chemical Engineering
Prof Sujit Kumar Sinha,Professor,Department of Textile Technology,https://nitj.irins.org/profile/90181,90181,,35459890200,Y-1256-2019,,59.0,1.0,,11.0,85.0,Materials Science Textiles
Prof Arunangshu Mukhopadhyay,Professor,Department of Textile Technology,https://nitj.irins.org/profile/94268,94268,0000-0002-3879-5262,7201816947,V-3574-2019,https://scholar.google.com/citations?user=zlyCnPsAAAAJ,82.0,1.0,,9.0,9.0,Materials Science Textiles
Prof Monica Sikka,Professor,Department of Textile Technology,https://nitj.irins.org/profile/90251,90251,0000-0001-8618-2025,57190438002,Y-1567-2019,https://scholar.google.com/citations?user=Kw3ddNoAAAAJ,114.0,6.0,,9.0,98.0,Materials Science Textiles
Dr Lalit Jajpura,Associate Professor,Department of Textile Technology,https://nitj.irins.org/profile/52714,52714,0000-0001-7496-6607,6507415538,Y-5747-2019,,72.0,1.0,,8.0,104.0,Materials Science Textiles
Dr Awadhesh Kumar Choudhary,Associate Professor,Department of Textile Technology,https://nitj.irins.org/profile/92035,92035,0000-0002-7893-751X,7102838959,Y-6142-2019,https://scholar.google.com/citations?user=ebh2T0,84.0,7.0,,8.0,85.0,Materials Science Textiles
Dr Niranjan  Bhowmick,Associate Professor,Department of Textile Technology,https://nitj.irins.org/profile/90335,90335,0000-0002-8873-8071,16052410600,Y-5320-2019,,17.0,1.0,,5.0,23.0,Materials Science Textiles
Dr Manas Datta Roy,Associate Professor,Department of Textile Technology,https://nitj.irins.org/profile/90289,90289,0000-0003-2751-9518,55343417200,Y-5479-2019,,15.0,1.0,,5.0,18.0,Multidisciplinary Engineering
Dr Palaniswamy N K,Associate Professor,Department of Textile Technology,https://nitj.irins.org/profile/90183,90183,0000-0002-8685-0422,9273444400,U-1300-2019,,25.0,3.0,,5.0,33.0,Materials Science Textiles
Dr Ghanshyam Neje,Assistant Professor (Grade-II),Department of Textile Technology,https://nitj.irins.org/profile/114000,114000,0000-0003-3486-1733,57202950933,AAG-2476-2020,https://scholar.google.com/citations?user=Na-zLHsA,14.0,184.0,,10.0,25.0,Multidisciplinary Engineering
Dr Zunjarrao Bapuso Kamble,Assistant Professor (Grade-II),Department of Textile Technology,https://nitj.irins.org/profile/340331,340331,0000-0002-9512-1889,56310274500,HLQ-4942-2023,https://scholar.google.com/citations?user=Ke4MuLgAAAAJ,24.0,2.0,,12.0,33.0,Materials Science Textiles
Dr Anilkumar Lalchand  Yadav,Assistant Professor (Grade-II),Department of Textile Technology,https://nitj.irins.org/profile/340907,340907,0000-0002-3677-9082,57208796809,IZP-9973-2023,https://scholar.google.com/citations?user=aodj7b8AAAAJ,21.0,4.0,,10.0,94.0,Materials Science Textiles
Dr K V P Singh,Assistant Professor,Department of Textile Technology,https://nitj.irins.org/profile/95480,95480,0000-0002-9164-3196,57199490895,Y-6680-2019,https://scholar.google.com/citations?user=DN_FSkkAAAAJ,13.0,1.0,,4.0,8.0,Multidisciplinary Engineering
Dr MUKESH BAJYA,Assistant Professor,Department of Textile Technology,https://nitj.irins.org/profile/340038,340038,0000-0001-7957-6771,57212443348,HLQ-6794-2023,https://scholar.google.com/citations?user=ybwE7REAAAAJ,24.0,2.0,,8.0,93.0,Materials Science Textiles
Prof Balbir Singh  Kaith,Professor,Department of Chemistry,https://nitj.irins.org/profile/90339,90339,0000-0002-0267-5699,6603295217,U-1889-2019,https://scholar.google.com/citations?user=_499TS4AAAAJ,400.0,7.0,,53.0,460.0,Multidisciplinary Chemistry
Prof Navin Chandra Kothiyal,Professor,Department of Chemistry,https://nitj.irins.org/profile/97960,97960,0000-0001-6225-1882,8863626000,X-7817-2019,https://scholar.google.com/citations?user=3WEQbgMAAAAJ,81.0,2.0,,26.0,183.0,Multidisciplinary Chemistry
Dr sangeeta obrai,Associate Professor,Department of Chemistry,https://nitj.irins.org/profile/89945,89945,,7801637746,,,33.0,385.0,,14.0,39.0,Multidisciplinary Chemistry
Dr Harsh Kumar Manchanda,Associate Professor,Department of Chemistry,https://nitj.irins.org/profile/89949,89949,0000-0003-3874-4614,55363475800,R-1299-2019,,406.0,2.0,,37.0,451.0,Physical Chemistry
Dr Uma Shanker,Associate Professor,Department of Chemistry,https://nitj.irins.org/profile/89953,89953,0000-0002-2448-3604,55025304300,L-8853-2019,https://scholar.google.com/citations?user=OSdXHS8AAAAJ,190.0,6.0,,40.0,394.0,Applied Chemistry
Dr Rajeev Jindal,Associate Professor,Department of Chemistry,https://nitj.irins.org/profile/89963,89963,0000-0002-5476-5055,26867765500,Z-3066-2019,https://scholar.google.com/citations?user=pLE4PTYA,151.0,3.0,,35.0,237.0,Multidisciplinary Chemistry
Dr Vickram Jeet Singh,Associate Professor,Department of Chemistry,https://nitj.irins.org/profile/90159,90159,0000-0002-6854-1503,55468425000,R-3778-2019,https://scholar.google.com/citations?user=kT8Pzz,98.0,1.0,,22.0,194.0,Physical Chemistry
Dr Jaspreet Kaur,Associate Professor,Department of Chemistry,https://nitj.irins.org/profile/90277,90277,0000-0002-9668-7438,57202041524,AAA-6270-2019,,109.0,1.0,,21.0,198.0,Multidisciplinary Chemistry
Dr Manisha Devi,Assistant Professor (Grade-II),Department of Chemistry,https://nitj.irins.org/profile/652764,652764,0000-0001-7862-4962,35182616800,AAC-9638-2020,https://scholar.google.com/citations?user=NWlVe7QAAAAJ,31.0,1.0,,15.0,169.0,Applied Chemistry
Dr Sadhika Khullar,Assistant Professor,Department of Chemistry,https://nitj.irins.org/profile/89987,89987,0000-0001-7290-0823,55471715100,Q-6728-2019,https://scholar.google.com/citations?user=1YLbgQ4A,98.0,7.0,,28.0,379.0,Inorganic and Nuclear Chemistry
Dr Vimal Kumar,Assistant Professor,Department of Chemistry,https://nitj.irins.org/profile/90299,90299,0000-0003-1387-6709,54952591300,Y-2590-2019,,75.0,1.0,,22.0,281.0,Inorganic and Nuclear Chemistry
Prof Sangeeta Garg,Professor,Department of Chemical Engineering,https://nitj.irins.org/profile/94951,94951,0000-0002-7831-5972,7401716680,V-7105-2019,https://scholar.google.com/citations?user=uL-CHc8AAAAJ,1.0,1.0,,1.0,1.0,Chemical Engineering
Dr Renu Gupta,Professor,Department of Chemical Engineering,https://nitj.irins.org/profile/90011,90011,0000-0002-9730-3969,55754852800,X-8937-2019,https://scholar.google.com/citations?user=U1H8JZEAAAAJ,39.0,4.0,,12.0,75.0,Chemical Engineering
Prof Ajay Bansal,Professor,Department of Chemical Engineering,https://nitj.irins.org/profile/90093,90093,0000-0002-0066-0530,57131320700,B-8337-2015,https://scholar.google.com/citations?user=xwmdl3IA,79.0,1.0,,22.0,125.0,Chemical Engineering
Dr Mithilesh Kumar Jha,Professor,Department of Chemical Engineering,https://nitj.irins.org/profile/21939,21939,0000-0003-1190-3910,7005049664,P-7856-2015,https://scholar.google.com/citations?user=c6jANkQA,109.0,1.0,,22.0,162.0,Multidisciplinary Chemistry
Dr N.K. Srivastava,Associate Professor,Department of Chemical Engineering,https://nitj.irins.org/profile/89971,89971,0001-7924-3395,57091225400,X-8402-2019,https://scholar.google.com/citations?user=b7nsRNcA,,,,,,Environmental Engineering
Dr Shailendra Bajpai,Associate Professor,Department of Chemical Engineering,https://nitj.irins.org/profile/90021,90021,0000-0001-9024-8656,57206400648,Y-1072-2019,https://scholar.google.com/citations?user=-05K_goAAAAJ,59.0,1.0,,15.0,74.0,Chemical Engineering
Dr Poonam Gera,Associate Professor,Department of Chemical Engineering,https://nitj.irins.org/profile/90059,90059,0000-0003-4457-0999,57190955491,X-8427-2019,https://scholar.google.com/citations?user=1Y4T-kgA,50.0,3.0,,11.0,114.0,Chemical Engineering
Dr Jatinder Kumar Ratan,Associate Professor,Department of Chemical Engineering,https://nitj.irins.org/profile/90215,90215,0000-0002-0804-816X,57201499375,Y-2571-2019,https://scholar.google.com/citations?user=PVpEQo,55.0,1.0,,13.0,143.0,Chemical Engineering
